player,draft_year,position,position_group,model_group,college,round,pick,draft_capital_bucket,overall_rank_in_class,position_rank_in_class,overall_class_percentile,position_class_percentile,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,hit_miss_label,draft_value_vs_grade,confidence_score,confidence_label,outlier_type,grade_explanation,historical_position_comps,historical_overall_comps,player_card_summary,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,actual_outcome_level,actual_outcome_flag,miss_flag,value_flag,outcome_card_class,is_bad_miss,is_good_miss,should_have_been_drafted,should_have_pick_bucket,draft_slot_regrade,outcome_maturity,display_grade,display_grade_label,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,career_stat_raw,career_honors_raw,career_stat_score,career_honors_score,career_impact_raw,position_success_score,global_success_score,score_mode,actual_value_to_team,current_value_to_team,prospect_similarity_score,site_display_score,site_display_score_label,good_bad_miss_type,redraft_class_rank,redraft_position_rank,should_have_been_drafted_display,v10_trait_projection_score,v10_projection_score,v10_successful_comps,v10_risk_comps,site_display_score_v10,site_display_score_label_v10,v10_projection_tier,v10_projection_explanation,projection_status,projection_badge,projection_basis,career_projection_score_5_10,career_projection_label,career_projection_range,career_projection_basis
Chris Gamble,2004.0,DB,CB,DB,Ohio St.,1.0,28.0,Round 1 pick,26.0,4.0,88.5,93.3,81.6,96.7,85.7,53.6,0.532,0.527,0.464,Starter-caliber profile,Starter-level hit,Strong value,58.0,Low-medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,"Antuan Edwards (1999, DB, score 81.7) | Louis Oliver (1989, DB, score 81.4) | George Teague (1993, DB, score 80.6) | Devin Bush Sr. (1995, DB, score 80.7) | Donovin Darius (1998, DB, score 82.7)","Jarrod Bunch (1991, FB, score 81.5) | Anthony Becht (2000, TE, score 81.3) | Jermane Mayberry (1996, G, score 81.6) | Todd Kelly (1993, LB, score 81.9) | Jerramy Stevens (2002, TE, score 82.1)","Chris Gamble (2004, DB, Ohio St.) graded 81.6. Tier: Starter-caliber profile. Position rank in class: #4. Draft capital: Round 1 pick. Draft value read: Strong value. Model confidence: Low-medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile.",9.9,44.0,90.4,55.4,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Round 1 caliber,32.0,Drafted about right,mature,72.2,Actual Value Score,0.0,0.0,8.0,44.0,,44.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,27.0,1.0,73.12155130614707,33.494781511803595,96.1,85.3,172.63335599810182,72.9,70.9,actual_value,72.9,82.3,83.6,72.2,Actual Value Score,neutral,31.0,3.0,Class #31 / CB #3,68.9,68.9,,,72.2,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,72.2,Possible starter / strong contributor,72.2,Actual NFL career value
Ricardo Colclough,2004.0,DB,CB,DB,Tusculum,2.0,38.0,Round 2 pick,45.0,7.0,80.6,86.7,73.7,85.8,77.3,52.6,0.524,0.52,0.474,Rotational / contributor profile,Useful contributor,Fair value,58.0,Low-medium confidence,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Mike Brown (2000, DB, score 74.0) | Charles Tillman (2003, DB, score 73.5) | Lewis Billups (1986, DB, score 74.5) | Je'Rod Cherry (1996, DB, score 74.3) | Wes Hopkins (1983, DB, score 74.2)","Mike Brown (2000, DB, score 74.0) | Darryl Talley (1983, LB, score 73.4) | Bennie Joppru (2003, TE, score 73.7) | Dino Hackett (1986, LB, score 73.8) | Carwell Gardner (1990, FB, score 73.7)","Ricardo Colclough (2004, DB, Tusculum) graded 73.7. Tier: Rotational / contributor profile. Position rank in class: #7. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",9.6,2.0,22.7,54.7,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,2.5,28.53965590905678,13.114877048604,49.8,35.6,57.14361996163195,51.3,50.5,actual_value,51.3,62.3,74.0,32.0,Actual Value Score,neutral,156.0,30.0,Class #156 / CB #30,56.1,56.1,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Bob Sanders,2004.0,DB,CB,DB,Iowa,2.0,44.0,Round 2 pick,64.0,11.0,72.0,77.8,69.0,79.4,72.1,52.8,0.517,0.501,0.472,Rotational / contributor profile,Useful contributor,Fair value,66.0,Low-medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Phillippi Sparks (1992, DB, score 69.0) | Tory James (1996, DB, score 69.6) | Jarvis Williams (1988, DB, score 69.4) | Dre' Bly (1999, DB, score 69.3) | Mark Collins (1986, DB, score 69.8)","Ray Zellars (1995, RB, score 68.9) | Jesse Penn (1985, LB, score 69.1) | Ray Berry (1987, LB, score 68.7) | Joey Kent (1997, WR, score 68.9) | Phillippi Sparks (1992, DB, score 69.0)","Bob Sanders (2004, DB, Iowa) graded 69.0. Tier: Rotational / contributor profile. Position rank in class: #11. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.4,33.0,83.1,54.3,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 1 caliber,32.0,Drafted about right,mature,76.9,Actual Value Score,2.0,2.0,2.0,33.0,,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,6.0,3.5,47.53938230751533,71.79898987322333,76.8,96.6,202.41850905722552,77.7,75.4,actual_value,77.7,70.0,73.2,76.9,Actual Value Score,neutral,16.0,2.0,Class #16 / CB #2,64.4,64.4,,,76.9,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,76.9,Starter traits / volatile projection,76.9,Actual NFL career value
Keiwan Ratliff,2004.0,DB,CB,DB,Florida,2.0,49.0,Round 2 pick,89.0,14.0,61.0,71.1,63.2,71.4,66.2,51.5,0.51,0.506,0.485,Rotational / contributor profile,Useful contributor,Fair value,66.0,Low-medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Reggie Phillips (1985, DB, score 64.6) | Kevin Abrams (1997, DB, score 64.1) | Fred Smoot (2001, DB, score 64.4) | Jon McGraw (2002, DB, score 64.3) | Lamont Thompson (2002, DB, score 64.5)","Garin Veris (1985, DE, score 63.1) | Shane Collins (1992, DE, score 62.9) | Quincy Carter (2001, QB, score 63.3) | Roger Craig (1983, RB, score 62.5) | Adam Meadows (1997, T, score 62.6)","Keiwan Ratliff (2004, DB, Florida) graded 63.2. Tier: Rotational / contributor profile. Position rank in class: #14. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.2,9.0,51.0,53.6,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted too early,mature,59.7,Actual Value Score,0.0,0.0,0.0,9.0,,6.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,5.0,,39.59474959932044,17.435595774162696,66.1,49.4,100.1250396812988,60.2,58.8,actual_value,60.2,59.8,72.4,59.7,Actual Value Score,neutral,99.0,17.0,Class #99 / CB #17,58.5,58.5,,,59.7,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,59.7,Fringe roster / practice-squad projection,59.7,Actual NFL career value
Michael Boulware,2004.0,DB,CB,DB,Florida St.,2.0,53.0,Round 2 pick,17.0,3.0,92.7,95.6,82.4,97.8,86.2,55.1,0.531,0.515,0.449,Starter-caliber profile,Starter-level hit,Strong value,70.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,"Roger Harper (1993, DB, score 83.1) | Tim McDonald (1987, DB, score 81.6) | Anthony Newman (1988, DB, score 81.0) | Orlando Thomas (1995, DB, score 79.8) | Bryan Scott (2003, DB, score 78.4)","Mike Walter (1983, LB, score 81.4) | Terry Pierce (2003, LB, score 81.2) | Todd Sauerbrun (1995, P, score 81.2) | Alonzo Jackson (2003, LB, score 81.4) | LeCharles Bentley (2002, G, score 81.5)","Michael Boulware (2004, DB, Florida St.) graded 82.4. Tier: Starter-caliber profile. Position rank in class: #3. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile.",9.9,16.0,64.2,55.5,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted about right,mature,64.1,Actual Value Score,0.0,0.0,2.0,16.0,,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,11.0,3.0,53.2754550754513,21.65685424949238,82.9,60.5,124.34034394066092,64.7,63.1,actual_value,64.7,74.5,75.3,64.1,Actual Value Score,neutral,83.0,14.0,Class #83 / CB #14,60.3,60.3,,,64.1,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,64.1,Depth / developmental projection,64.1,Actual NFL career value
Madieu Williams,2004.0,DB,CB,DB,Maryland,2.0,56.0,Round 2 pick,50.0,8.0,78.0,83.3,72.7,84.5,76.2,52.8,0.521,0.512,0.472,Rotational / contributor profile,Useful contributor,Fair value,58.0,Low-medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Ray Horton (1983, DB, score 72.5) | Bo Eason (1984, DB, score 73.4) | Travares Tillman (2000, DB, score 71.5) | Jeffery Dale (1985, DB, score 74.1) | Alton Montgomery (1990, DB, score 73.8)","Vincent Brisby (1993, WR, score 72.6) | Mikhael Ricks (1998, TE, score 72.8) | Solomon Page (1999, G, score 72.3) | Fred Robbins (2000, DT, score 72.2) | Ray Horton (1983, DB, score 72.5)","Madieu Williams (2004, DB, Maryland) graded 72.7. Tier: Rotational / contributor profile. Position rank in class: #8. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.6,33.0,83.1,54.6,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted about right,mature,70.1,Actual Value Score,0.0,0.0,7.0,33.0,,18.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,13.0,5.5,61.58624659701005,32.40042947352979,90.0,83.4,159.470942184586,70.8,68.8,actual_value,70.8,72.2,73.8,70.1,Actual Value Score,neutral,46.0,6.0,Class #46 / CB #6,59.5,59.5,,,70.1,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,70.1,Rotational contributor / developmental starter,70.1,Actual NFL career value
Shawntae Spencer,2004.0,DB,CB,DB,Pittsburgh,2.0,58.0,Round 2 pick,73.0,13.0,68.1,73.3,67.2,76.8,70.4,52.1,0.517,0.513,0.479,Rotational / contributor profile,Useful contributor,Fair value,66.0,Low-medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Mike Minter (1997, DB, score 67.3) | Tony Dixon (2001, DB, score 67.1) | Van Malone (1994, DB, score 66.7) | Terrence Kiel (2003, DB, score 67.3) | Vestee Jackson (1986, DB, score 67.6)","Mike Minter (1997, DB, score 67.3) | Tony Dixon (2001, DB, score 67.1) | Michael Cheever (1996, C, score 67.5) | Van Malone (1994, DB, score 66.7) | Terrence Kiel (2003, DB, score 67.3)","Shawntae Spencer (2004, DB, Pittsburgh) graded 67.2. Tier: Rotational / contributor profile. Position rank in class: #13. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.4,26.0,76.6,54.1,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted about right,mature,68.0,Actual Value Score,0.0,0.0,5.0,26.0,,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,11.0,2.5,55.95818996328374,28.94427190999916,84.8,76.4,146.9311046340196,68.6,66.8,actual_value,68.6,68.9,73.0,68.0,Actual Value Score,neutral,62.0,11.0,Class #62 / CB #11,60.4,60.4,,,68.0,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,68.0,Rotational contributor / developmental starter,68.0,Actual NFL career value
Sean Jones,2004.0,DB,CB,DB,Georgia,2.0,59.0,Round 2 pick,50.0,8.0,78.0,83.3,72.7,84.4,76.0,53.8,0.518,0.508,0.462,Rotational / contributor profile,Useful contributor,Fair value,58.0,Low-medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Ray Horton (1983, DB, score 72.5) | Travares Tillman (2000, DB, score 71.5) | Bo Eason (1984, DB, score 73.4) | Jason Sehorn (1994, DB, score 71.2) | Jeffery Dale (1985, DB, score 74.1)","Mikhael Ricks (1998, TE, score 72.8) | Vincent Brisby (1993, WR, score 72.6) | Solomon Page (1999, G, score 72.3) | James Darling (1997, LB, score 71.9) | Fred Robbins (2000, DT, score 72.2)","Sean Jones (2004, DB, Georgia) graded 72.7. Tier: Rotational / contributor profile. Position rank in class: #8. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.6,31.0,81.0,54.6,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted about right,mature,69.6,Actual Value Score,0.0,0.0,6.0,31.0,,18.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,17.0,4.0,64.87914813106575,30.48611983670991,92.2,79.8,156.63121204876117,70.3,68.4,actual_value,70.3,72.2,73.8,69.6,Actual Value Score,neutral,49.0,7.0,Class #49 / CB #7,60.6,60.6,,,69.6,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,69.6,Rotational contributor / developmental starter,69.6,Actual NFL career value
Stuart Schweigert,2004.0,DB,CB,DB,Purdue,3.0,67.0,Day 2 pick,71.0,12.0,69.2,75.6,67.9,77.7,70.7,53.7,0.519,0.495,0.463,Rotational / contributor profile,Useful contributor,Fair Day 2 value,66.0,Low-medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Rondell Jones (1993, DB, score 67.6) | Scott Frost (1998, DB, score 67.2) | Terry Hoage (1984, DB, score 69.0) | Anthony Phillips (1994, DB, score 67.3) | Keith Lyle (1994, DB, score 67.0)","Joe Cocozzo (1993, G, score 67.9) | Mike Merriweather (1982, LB, score 67.9) | Bernard Ford (1988, WR, score 67.7) | Tracy Rocker (1989, DT, score 68.3) | Rondell Jones (1993, DB, score 67.6)","Stuart Schweigert (2004, DB, Purdue) graded 67.9. Tier: Rotational / contributor profile. Position rank in class: #12. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.5,15.0,63.0,54.2,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted too early,mature,52.0,Actual Value Score,0.0,0.0,3.0,15.0,,15.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,4.0,,40.348994633600995,23.54145095611166,67.4,65.0,120.31542063582934,64.0,62.4,actual_value,64.0,64.5,65.4,52.0,Actual Value Score,neutral,106.0,22.0,Class #106 / CB #22,55.8,55.8,,,52.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,52.0,Long-shot / replacement-level projection,52.0,Actual NFL career value
Joey Thomas,2004.0,DB,CB,DB,Montana St.,3.0,70.0,Day 2 pick,97.0,15.0,57.7,68.9,61.6,69.1,64.1,52.1,0.511,0.492,0.479,Rotational / contributor profile,Useful contributor,Fair Day 2 value,66.0,Low-medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Ronde Barber (1997, DB, score 62.0) | Len Bell (1987, DB, score 61.5) | Tyrone Legette (1992, DB, score 62.4) | Roosevelt Williams (2002, DB, score 60.6) | Ray Buchanan (1993, DB, score 62.2)","Darwin Walker (2000, DT, score 61.7) | Mike Gandy (2001, T, score 61.6) | Skip Hicks (1998, RB, score 61.4) | Jeff Walker (1986, T, score 61.2) | Siupeli Malamala (1992, T, score 61.9)","Joey Thomas (2004, DB, Montana St.) graded 61.6. Tier: Rotational / contributor profile. Position rank in class: #15. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.2,3.0,28.6,53.4,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,3.0,,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,,,14.221392245957654,11.135528725660045,28.2,29.0,57.71314030451717,51.4,50.6,actual_value,51.4,57.5,64.5,32.0,Actual Value Score,neutral,159.0,31.0,Class #159 / CB #31,54.4,54.4,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Keith Smith,2004.0,DB,CB,DB,McNeese St.,3.0,73.0,Day 2 pick,119.0,19.0,48.0,60.0,55.0,60.0,57.4,50.8,0.502,0.496,0.492,Depth / replacement-level profile,Replacement/depth outcome,Fair Day 2 value,73.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Steve Jackson (1991, DB, score 55.2) | Andre' Goodman (2002, DB, score 55.0) | Willie Offord (2002, DB, score 55.6) | Latin Berry (1990, DB, score 54.6) | Denard Walker (1997, DB, score 55.9)","Chris Gannon (1989, DE, score 55.1) | Steve Jackson (1991, DB, score 55.2) | Andre' Goodman (2002, DB, score 55.0) | Willis Peguese (1990, DE, score 54.4) | Gary Stills (1999, DE, score 55.5)","Keith Smith (2004, DB, McNeese St.) graded 55.0. Tier: Depth / replacement-level profile. Position rank in class: #19. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",8.9,6.0,41.9,52.8,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted about right,mature,57.8,Actual Value Score,0.0,0.0,0.0,6.0,,6.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,4.0,1.0,39.500789292804605,17.204650534085253,66.1,48.6,89.81657359363696,58.2,57.0,actual_value,58.2,53.5,63.5,57.8,Actual Value Score,neutral,103.0,19.0,Class #103 / CB #19,56.1,56.1,,,57.8,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,57.8,Fringe roster / practice-squad projection,57.8,Actual NFL career value
Derrick Strait,2004.0,DB,CB,DB,Oklahoma,3.0,76.0,Day 2 pick,125.0,20.0,45.4,57.8,53.2,57.5,55.5,50.9,0.502,0.495,0.491,Depth / replacement-level profile,Replacement/depth outcome,Day 2 miss,73.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Kevin Guidry (1988, DB, score 52.1) | Latin Berry (1990, DB, score 54.6) | Darryl Wren (1991, DB, score 54.5) | Ty Howard (1997, DB, score 54.5) | Steve Jackson (1991, DB, score 55.2)","Stephen Starring (1983, WR, score 53.5) | Howard Dinkins (1992, LB, score 53.4) | Snoop Minnis (2001, WR, score 52.6) | Chris Gardocki (1991, P, score 52.7) | Bryan Caldwell (1983, DE, score 53.9)","Derrick Strait (2004, DB, Oklahoma) graded 53.2. Tier: Depth / replacement-level profile. Position rank in class: #20. Draft capital: Day 2 pick. Draft value read: Day 2 miss. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.0,4.0,33.8,52.7,Depth / Replacement,Drafted too early,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted too early,mature,42.0,Actual Value Score,0.0,0.0,0.0,4.0,,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,,16.1722050713382,10.770329614269007,31.6,27.8,64.18744534095944,52.9,51.9,actual_value,52.9,52.4,63.2,42.0,Actual Value Score,neutral,142.0,25.0,Class #142 / CB #25,51.7,51.7,,,42.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,42.0,Long-shot / replacement-level projection,42.0,Actual NFL career value
Jeremy LeSueur,2004.0,DB,CB,DB,Michigan,3.0,85.0,Day 2 pick,112.0,18.0,51.1,62.2,57.6,63.6,60.1,51.2,0.504,0.498,0.488,Depth / replacement-level profile,Replacement/depth outcome,Fair Day 2 value,73.0,Medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Chris Crocker (2003, DB, score 57.4) | Kevin Williams (1998, DB, score 57.7) | Jimmy Turner (1983, DB, score 57.4) | Kim Phillips (1989, DB, score 57.3) | Mike McKenzie (1999, DB, score 58.6)","Charles Mann (1983, DE, score 57.6) | Steve Scifres (1997, G, score 57.6) | Chris Crocker (2003, DB, score 57.4) | Kevin Williams (1998, DB, score 57.7) | Joe McCall (1984, RB, score 57.3)","Jeremy LeSueur (2004, DB, Michigan) graded 57.6. Tier: Depth / replacement-level profile. Position rank in class: #18. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.0,0.0,5.1,53.0,Depth / Replacement,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.8284271247461903,4.6,2.7,3.5355339059327378,35.0,35.0,actual_value,35.0,51.3,63.9,32.0,Actual Value Score,neutral,179.0,35.0,Class #179 / CB #35,53.4,53.4,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
